              SourceId,  Cluster,         ra,        dec,     Gmag
   3426278652504811776,  NGC 2158,   91.92006,   24.33536,   19.111
   3426272368971436288,  NGC 2158,   91.96827,   24.18855,   19.662
   3426276144243717504,  NGC 2158,   91.84734,   24.23231,   19.144
   3426273429829143808,  NGC 2158,   91.95448,   24.23455,   18.187
   3426278686864550016,  NGC 2158,   91.90012,   24.33543,   19.851
   3426278102748998400,  NGC 2158,   91.84295,   24.33753,   18.890
   3426271986720132096,  NGC 2158,   91.95437,   24.19234,   19.764
   3426277076255279488,  NGC 2158,   91.86519,   24.30854,   19.516
   3426276865798350976,  NGC 2158,   91.92220,   24.30250,   18.699
   3426276212963193344,  NGC 2158,   91.83147,   24.23249,   18.941
   3426272399032197376,  NGC 2158,   91.98242,   24.20533,   18.841
   3426272712568810240,  NGC 2158,   91.97941,   24.21762,   19.587
   3426273842141316096,  NGC 2158,   91.94773,   24.27118,   19.761
   3426272089794310656,  NGC 2158,   91.90461,   24.16816,   18.163
   3426276762719073792,  NGC 2158,   91.88111,   24.26988,   19.827
   3426276247332040832,  NGC 2158,   91.84565,   24.25194,   19.629
   3426272953083645568,  NGC 2158,   91.89334,   24.20042,   19.565
   3426274494976340736,  NGC 2158,   92.05926,   24.26558,   19.334
   3426278343267098240,  NGC 2158,   91.93611,   24.30163,   19.934
   3426276556560643200,  NGC 2158,   91.84440,   24.26943,   18.146
   3426271780556651776,  NGC 2158,   91.94472,   24.15685,   19.297
   3426272639555089792,  NGC 2158,   91.94151,   24.21125,   19.575
   3426272261593244416,  NGC 2158,   91.93338,   24.20651,   17.308
   3426271746196893056,  NGC 2158,   91.93187,   24.14174,   17.923
   3426276732657894016,  NGC 2158,   91.90626,   24.27555,   16.273
   3426277209395798272,  NGC 2158,   91.88933,   24.33435,   18.187
   3426271746196892928,  NGC 2158,   91.93055,   24.13977,   15.740
   3426276934522212736,  NGC 2158,   91.90951,   24.30586,   19.674
   3426274464915107840,  NGC 2158,   92.02625,   24.28325,   14.189
   3426277587352852096,  NGC 2158,   91.76713,   24.30340,   18.910
   3426273258025697024,  NGC 2158,   91.88083,   24.22627,   19.306
   3426273945225640064,  NGC 2158,   92.02299,   24.23083,   19.763
   3426273773421824640,  NGC 2158,   91.90956,   24.26195,   19.762
   3426272776991143424,  NGC 2158,   91.96573,   24.22599,   18.546
   3426272776991143296,  NGC 2158,   91.96568,   24.22778,   18.518
   3426274494976330624,  NGC 2158,   92.06183,   24.25904,   19.361
   3426273120586704512,  NGC 2158,   91.86745,   24.20900,   19.671
   3426274117019206912,  NGC 2158,   92.05298,   24.25845,   19.772
   3426278686864554624,  NGC 2158,   91.89382,   24.33708,   19.463
   3426271814916387200,  NGC 2158,   91.91325,   24.15273,   14.401
   3426271780556648576,  NGC 2158,   91.94962,   24.15539,   19.392
   3426278446346365056,  NGC 2158,   91.93450,   24.32635,   19.672
   3426272197169355904,  NGC 2158,   91.94539,   24.20167,   19.708
   3426274117019205760,  NGC 2158,   92.06279,   24.25703,   18.447
   3426276693999584768,  NGC 2158,   91.89302,   24.26197,   19.513
   3426273601623131008,  NGC 2158,   91.93901,   24.26035,   19.385
   3426273709000922752,  NGC 2158,   91.91731,   24.25482,   18.009
   3426277690435990144,  NGC 2158,   91.80956,   24.31052,   19.925
   3426272845710652672,  NGC 2158,   91.88355,   24.18368,   19.507
   3426276693999590016,  NGC 2158,   91.88940,   24.26548,   18.970
   3426278411986605952,  NGC 2158,   91.92783,   24.31680,   19.887
   3426271780556638720,  NGC 2158,   91.94577,   24.14624,   18.294
   3426273086227000320,  NGC 2158,   91.91264,   24.22981,   19.591
   3426278618149406720,  NGC 2158,   91.91221,   24.33413,   19.245
   3426271887935108224,  NGC 2158,   91.95799,   24.16263,   16.681
   3426273773421829504,  NGC 2158,   91.92078,   24.26480,   18.506
   3426273709000921984,  NGC 2158,   91.92450,   24.24945,   19.917
   3426271746196899840,  NGC 2158,   91.93972,   24.14764,   16.401
   3426274323177642240,  NGC 2158,   91.99735,   24.26302,   19.463
   3426271746196895872,  NGC 2158,   91.93335,   24.14422,   19.540
   3426276693999590912,  NGC 2158,   91.88071,   24.26568,   18.888
   3426271746196899456,  NGC 2158,   91.93430,   24.14678,   16.777
   3426273773421828096,  NGC 2158,   91.90481,   24.26424,   19.128
   3426278411986604032,  NGC 2158,   91.91609,   24.31609,   18.632
   3426272231532197888,  NGC 2158,   91.92496,   24.18649,   19.564
   3426271814916382208,  NGC 2158,   91.92581,   24.15258,   18.395
   3426273635987563648,  NGC 2158,   91.95283,   24.26210,   18.603
   3426277862230793088,  NGC 2158,   91.82847,   24.31871,   17.445
   3426273842141326208,  NGC 2158,   91.94719,   24.27676,   19.366
   3426278446350845312,  NGC 2158,   91.93573,   24.33361,   18.970
   3426275319614749824,  NGC 2158,   91.95361,   24.28556,   19.392
   3426272472050631552,  NGC 2158,   92.01512,   24.22003,   19.435
   3426274323182642304,  NGC 2158,   92.00465,   24.26100,   18.469
   3426272918726980224,  NGC 2158,   91.88415,   24.19308,   17.584
   3426271780556641664,  NGC 2158,   91.94488,   24.15050,   18.353
   3426275530067006848,  NGC 2158,   91.97033,   24.31079,   18.088
   3426276144243698816,  NGC 2158,   91.84203,   24.22010,   18.780
   3426273292385435776,  NGC 2158,   91.90644,   24.23244,   19.866
   3426275491408837376,  NGC 2158,   91.98944,   24.31129,   18.807
   3426273154950789632,  NGC 2158,   91.86971,   24.21586,   16.802
   3426272089794524160,  NGC 2158,   91.89819,   24.17250,   18.037
   3426272162812716928,  NGC 2158,   91.92980,   24.19018,   17.793
   3426278549425592832,  NGC 2158,   91.94658,   24.33116,   18.881
   3426275491410613504,  NGC 2158,   91.98888,   24.31461,   19.483
   3426274361835903104,  NGC 2158,   92.01645,   24.26712,   19.186
   3426272089794524928,  NGC 2158,   91.89141,   24.17351,   18.317
   3426272506410376320,  NGC 2158,   91.99701,   24.21610,   17.324
   3426272089794526208,  NGC 2158,   91.89920,   24.17804,   18.111
   3426271917995834496,  NGC 2158,   91.96226,   24.17923,   19.073
   3426271853572517120,  NGC 2158,   91.93819,   24.16912,   19.795
   3426276865802798848,  NGC 2158,   91.92055,   24.29583,   18.480
   3426272472050635776,  NGC 2158,   92.00360,   24.21559,   18.961
   3426275525768589312,  NGC 2158,   91.96752,   24.31885,   19.848
   3426277209395795200,  NGC 2158,   91.88544,   24.33354,   19.117
   3426273159245144192,  NGC 2158,   91.87287,   24.21389,   19.846
   3426277449917860992,  NGC 2158,   91.81966,   24.29651,   19.844
   3426276453483216896,  NGC 2158,   91.82958,   24.25357,   19.964
   3426272059733516928,  NGC 2158,   91.92131,   24.16959,   16.553
   3426273159245144576,  NGC 2158,   91.87676,   24.20980,   17.406
   3426272502111435136,  NGC 2158,   91.98291,   24.21938,   19.410
   3426275250890632576,  NGC 2158,   91.98760,   24.29328,   19.266
   3426277415554149120,  NGC 2158,   91.82997,   24.29671,   19.792
   3426272708269864832,  NGC 2158,   91.97449,   24.21918,   18.511
   3426271956651730304,  NGC 2158,   91.94037,   24.16936,   15.743
   3426272639550387712,  NGC 2158,   91.93993,   24.21760,   19.333
   3426277037597027840,  NGC 2158,   91.86435,   24.29588,   18.211
   3426276419121643776,  NGC 2158,   91.81508,   24.24406,   16.926
   3426276212965033984,  NGC 2158,   91.83168,   24.23706,   18.770
   3426273017507508480,  NGC 2158,   91.92659,   24.21734,   18.538
   3426275426987799424,  NGC 2158,   91.95607,   24.30757,   19.747
   3426277248054012800,  NGC 2158,   91.81093,   24.26419,   19.809
   3426274460616646912,  NGC 2158,   92.02721,   24.29063,   19.210
   3426277449913886464,  NGC 2158,   91.80521,   24.29604,   18.208
   3426274220098391808,  NGC 2158,   91.99291,   24.24278,   19.485
   3426275147816215680,  NGC 2158,   91.97914,   24.27868,   19.898
   3426275388329583104,  NGC 2158,   91.93844,   24.29253,   17.994
   3426273880799604224,  NGC 2158,   91.92251,   24.27243,   19.765
   3426277381194409344,  NGC 2158,   91.82428,   24.29563,   19.408
   3426277175036026880,  NGC 2158,   91.86972,   24.31855,   19.188
   3426276968877527680,  NGC 2158,   91.86396,   24.28330,   18.359
   3426276556564734848,  NGC 2158,   91.83597,   24.26521,   19.291
   3426273326749543680,  NGC 2158,   91.88267,   24.22925,   18.702
   3426272467751684352,  NGC 2158,   92.00694,   24.21043,   19.778
   3426272880070391808,  NGC 2158,   91.89435,   24.19575,   19.612
   3426272368968569088,  NGC 2158,   91.96885,   24.18848,   19.492
   3426274013939951232,  NGC 2158,   92.01511,   24.23588,   19.098
   3426273945229842816,  NGC 2158,   92.02338,   24.23193,   19.394
   3426273498543895424,  NGC 2158,   91.93048,   24.24783,   19.603
   3426273017507497344,  NGC 2158,   91.92725,   24.21178,   18.489
   3426276900158078464,  NGC 2158,   91.90360,   24.29776,   19.435
   3426274327476173056,  NGC 2158,   91.99754,   24.26700,   18.996
   3426276900158078592,  NGC 2158,   91.89311,   24.29793,   18.616
   3426272502111421056,  NGC 2158,   91.98384,   24.21010,   19.524
   3426272158515887232,  NGC 2158,   91.93672,   24.19112,   19.311
   3426272055434571392,  NGC 2158,   91.92495,   24.16715,   19.177
   3426272227233487744,  NGC 2158,   91.91903,   24.19129,   17.033
   3426273739062079360,  NGC 2158,   91.89576,   24.25693,   17.614
   3426276487841147264,  NGC 2158,   91.81567,   24.25677,   18.051
   3426277003237291904,  NGC 2158,   91.87041,   24.29795,   19.526
   3426275113451651200,  NGC 2158,   91.97265,   24.27877,   19.744
   3426272192877025792,  NGC 2158,   91.94244,   24.19444,   18.892
   3426273154946456960,  NGC 2158,   91.87192,   24.21592,   17.787
   3426272605190642816,  NGC 2158,   91.97621,   24.21490,   19.132
   3426273601623124736,  NGC 2158,   91.93589,   24.25532,   19.765
   3426274327473018368,  NGC 2158,   91.99641,   24.26688,   19.473
   3426273704702339072,  NGC 2158,   91.92459,   24.25552,   19.352
   3426276865798337920,  NGC 2158,   91.92567,   24.29619,   19.802
   3426273537199104000,  NGC 2158,   91.95803,   24.23814,   19.566
   3426272502111427200,  NGC 2158,   91.97952,   24.21404,   18.208
   3426275388334202240,  NGC 2158,   91.94935,   24.30062,   19.160
   3426272025373787008,  NGC 2158,   91.90711,   24.16243,   16.685
   3426272467751688576,  NGC 2158,   92.01375,   24.21354,   18.863
   3426272094093264000,  NGC 2158,   91.90124,   24.16744,   18.085
   3426273532903629568,  NGC 2158,   91.95957,   24.24551,   18.500
   3426276354697729664,  NGC 2158,   91.85063,   24.25226,   19.439
   3426272987443368704,  NGC 2158,   91.91387,   24.19678,   19.836
   3426275083390412800,  NGC 2158,   91.99563,   24.27949,   19.942
   3426273670342583552,  NGC 2158,   91.91762,   24.24709,   19.585
   3426273498543891584,  NGC 2158,   91.93796,   24.24605,   17.593
   3426277346834664576,  NGC 2158,   91.80329,   24.29236,   16.796
   3426274460616619648,  NGC 2158,   92.02078,   24.27679,   17.554
   3426272845708773760,  NGC 2158,   91.89004,   24.18643,   18.990
   3426274254458151808,  NGC 2158,   92.01380,   24.25298,   18.067
   3426275182176073984,  NGC 2158,   91.99915,   24.27880,   18.574
   3426272678205655168,  NGC 2158,   91.96389,   24.22447,   19.776
   3426271750496169984,  NGC 2158,   91.92806,   24.14289,   18.181
   3426273567263383808,  NGC 2158,   91.96551,   24.25361,   18.798
   3426271780556639232,  NGC 2158,   91.94989,   24.14841,   19.756
   3426276487841151616,  NGC 2158,   91.80784,   24.26066,   19.799
   3426272502111416192,  NGC 2158,   91.99062,   24.20704,   18.971
   3426277449913876480,  NGC 2158,   91.81350,   24.29048,   18.047
   3426274220098398336,  NGC 2158,   92.00228,   24.24547,   19.758
   3426276178603465088,  NGC 2158,   91.85646,   24.23737,   19.846
   3426272158514007808,  NGC 2158,   91.93935,   24.18607,   18.177
   3426272055434578944,  NGC 2158,   91.92446,   24.17317,   18.409
   3426272983147741440,  NGC 2158,   91.91283,   24.20004,   19.315
   3426277213694216704,  NGC 2158,   91.88210,   24.32640,   19.644
   3426272983147751552,  NGC 2158,   91.91066,   24.20757,   16.338
   3426273051867227648,  NGC 2158,   91.90396,   24.20823,   19.613
   3426273120586704640,  NGC 2158,   91.86282,   24.20900,   19.857
   3426276659639893504,  NGC 2158,   91.84774,   24.28948,   18.636
   3426272983147750400,  NGC 2158,   91.90653,   24.20716,   19.447
   3426276350402197120,  NGC 2158,   91.85039,   24.25911,   18.897
   3426272987446440192,  NGC 2158,   91.90902,   24.20487,   18.743
   3426273739062079872,  NGC 2158,   91.89212,   24.25764,   18.904
   3426272197169886976,  NGC 2158,   91.94554,   24.18929,   17.927
   3426276870096830720,  NGC 2158,   91.92306,   24.29559,   19.196
   3426272678205658752,  NGC 2158,   91.96109,   24.22270,   19.979
   3426274224396971264,  NGC 2158,   91.99666,   24.24123,   19.216
   3426272811349134336,  NGC 2158,   91.97781,   24.25071,   19.472
   3426272261593230976,  NGC 2158,   91.93211,   24.19621,   19.098
   3426275353969840256,  NGC 2158,   91.96492,   24.28977,   16.907
   3426272914428259456,  NGC 2158,   91.88237,   24.19636,   18.332
   3426275216532690048,  NGC 2158,   92.01350,   24.30145,   19.728
   3426273017507494528,  NGC 2158,   91.92155,   24.20976,   19.420
   3426273120586689920,  NGC 2158,   91.86870,   24.19740,   19.003
   3426273601623120896,  NGC 2158,   91.94128,   24.25324,   18.262
   3426276870096831616,  NGC 2158,   91.92066,   24.29632,   18.618
   3426277552993096704,  NGC 2158,   91.79112,   24.29405,   19.531
   3426273601624941440,  NGC 2158,   91.94157,   24.26259,   19.854
   3426276900159866368,  NGC 2158,   91.89575,   24.29564,   19.582
   3426276423420296832,  NGC 2158,   91.82154,   24.24285,   17.341
   3426273056165915904,  NGC 2158,   91.90338,   24.21236,   17.227
   3426276453481398912,  NGC 2158,   91.83810,   24.25018,   19.320
   3426273464187115136,  NGC 2158,   91.91830,   24.24085,   19.860
   3426272987446818688,  NGC 2158,   91.92042,   24.20533,   19.845
   3426272914428258176,  NGC 2158,   91.87918,   24.19568,   19.039
   3426273086226997888,  NGC 2158,   91.91903,   24.22776,   19.585
   3426272811349132160,  NGC 2158,   91.98420,   24.24933,   19.980
   3426273154946446464,  NGC 2158,   91.87832,   24.20793,   17.507
   3426277209395789184,  NGC 2158,   91.88288,   24.33037,   18.961
   3426273056162835328,  NGC 2158,   91.90485,   24.21560,   19.654
   3426276247327155328,  NGC 2158,   91.85072,   24.24685,   19.840
   3426275319610091776,  NGC 2158,   91.95207,   24.28442,   18.560
   3426272330312705408,  NGC 2158,   91.98559,   24.19281,   18.850
   3426273361104945280,  NGC 2158,   91.88869,   24.25073,   19.404
   3426272089794526080,  NGC 2158,   91.89866,   24.17960,   16.780
   3426274361832737024,  NGC 2158,   92.01645,   24.26742,   19.677
   3426274151378928384,  NGC 2158,   92.03347,   24.24796,   17.656
   3426277896590553728,  NGC 2158,   91.84210,   24.32911,   18.595
   3426273056162834688,  NGC 2158,   91.90381,   24.21768,   19.390
   3426272364672445056,  NGC 2158,   91.96416,   24.19406,   17.222
   3426278137108723712,  NGC 2158,   91.81462,   24.33029,   16.873
   3426272227233489408,  NGC 2158,   91.91793,   24.19333,   19.243
   3426272364672444928,  NGC 2158,   91.96703,   24.19446,   18.838
   3426272983147735936,  NGC 2158,   91.91062,   24.19578,   19.689
   3426277248054016512,  NGC 2158,   91.79569,   24.26816,   14.436
   3426277381194392320,  NGC 2158,   91.82570,   24.28687,   19.210
   3426273880799597952,  NGC 2158,   91.92425,   24.28155,   16.909
   3426276148542677888,  NGC 2158,   91.84365,   24.22863,   16.343
   3426272364672445696,  NGC 2158,   91.96915,   24.19468,   19.247
   3426278068389246720,  NGC 2158,   91.82512,   24.33035,   17.861
   3426276934517837184,  NGC 2158,   91.91984,   24.30785,   19.334
   3426276968877532672,  NGC 2158,   91.86718,   24.28607,   18.390
   3426272192873757952,  NGC 2158,   91.93624,   24.19244,   18.954
   3426272192873757824,  NGC 2158,   91.94110,   24.19737,   19.037
   3426276968877532544,  NGC 2158,   91.86671,   24.28425,   17.938
   3426274224396971392,  NGC 2158,   91.99590,   24.24093,   18.812
   3426276487841143936,  NGC 2158,   91.81157,   24.25629,   19.364
   3426271819215643264,  NGC 2158,   91.92966,   24.15216,   16.680
   3426276148542678528,  NGC 2158,   91.84004,   24.22885,   19.455
   3426276350402188160,  NGC 2158,   91.86294,   24.25400,   18.079
   3426272364672449152,  NGC 2158,   91.97246,   24.19752,   19.753
   3426275216535930112,  NGC 2158,   92.01861,   24.29414,   19.131
   3426277759151589632,  NGC 2158,   91.79739,   24.32487,   19.169
   3426276900158070144,  NGC 2158,   91.89298,   24.29374,   19.851
   3426275392628074496,  NGC 2158,   91.94378,   24.29226,   18.263
   3426277449915684096,  NGC 2158,   91.81811,   24.29859,   19.544
   3426272231529118720,  NGC 2158,   91.91880,   24.19866,   19.594
   3426275319610097408,  NGC 2158,   91.95093,   24.28771,   19.249
   3426272399032190592,  NGC 2158,   91.97838,   24.20039,   18.620
   3426272914428261888,  NGC 2158,   91.87644,   24.19849,   19.295
   3426272983147742592,  NGC 2158,   91.91693,   24.20133,   17.354
   3426273365403553024,  NGC 2158,   91.88881,   24.24551,   16.987
   3426276831438585216,  NGC 2158,   91.90450,   24.28867,   19.359
   3426273120586694656,  NGC 2158,   91.86157,   24.20025,   19.258
   3426273670347126656,  NGC 2158,   91.91989,   24.24617,   19.593
   3426272678205653120,  NGC 2158,   91.95844,   24.23060,   19.511
   3426272399032196864,  NGC 2158,   91.97129,   24.20480,   17.349
   3426272055434578816,  NGC 2158,   91.91745,   24.17116,   17.712
   3426272055434578688,  NGC 2158,   91.91864,   24.17280,   17.749
   3426272845708775040,  NGC 2158,   91.88819,   24.18818,   19.987
   3426272983147752448,  NGC 2158,   91.91576,   24.20841,   19.194
   3426274082659445120,  NGC 2158,   92.04310,   24.24440,   17.722
   3426277759155417472,  NGC 2158,   91.79782,   24.32113,   19.320
   3426277552993089280,  NGC 2158,   91.78982,   24.29030,   19.682
   3426271986715315456,  NGC 2158,   91.95230,   24.18459,   17.668
   3426271819215647744,  NGC 2158,   91.91912,   24.14738,   14.161
   3426273086228829184,  NGC 2158,   91.91359,   24.21675,   19.161
   3426272158514006656,  NGC 2158,   91.93429,   24.18610,   18.670
   3426272983147747456,  NGC 2158,   91.90890,   24.20399,   18.513
   3426272295952960000,  NGC 2158,   91.97448,   24.18528,   18.808
   3426274460616625280,  NGC 2158,   92.02314,   24.27953,   19.451
   3426272815647702400,  NGC 2158,   91.98415,   24.24203,   16.689
   3426272845708773504,  NGC 2158,   91.89560,   24.18669,   17.774
   3426274220098397184,  NGC 2158,   92.00693,   24.24467,   18.072
   3426271917995623040,  NGC 2158,   91.96194,   24.16977,   19.576
   3426278446346362112,  NGC 2158,   91.93658,   24.32522,   19.828
   3426274391897139968,  NGC 2158,   92.02723,   24.27404,   19.747
   3426272124154267136,  NGC 2158,   91.91502,   24.18530,   17.182
   3426276457780316416,  NGC 2158,   91.83800,   24.25184,   17.855
   3426272948788008320,  NGC 2158,   91.89536,   24.20396,   17.219
   3426272845708772352,  NGC 2158,   91.89436,   24.18477,   18.173
   3426271986715107200,  NGC 2158,   91.95852,   24.17752,   16.887
   3426276728359357696,  NGC 2158,   91.89820,   24.28192,   18.991
   3426273051867239936,  NGC 2158,   91.89288,   24.21431,   18.243
   3426272094093264512,  NGC 2158,   91.89523,   24.17051,   17.803
   3426277935245606784,  NGC 2158,   91.86811,   24.32510,   18.738
   3426271784855898880,  NGC 2158,   91.94457,   24.15419,   16.406
   3426275388334183424,  NGC 2158,   91.94597,   24.29644,   18.962
   3426271883635891712,  NGC 2158,   91.94814,   24.16406,   19.037
   3426278480706097152,  NGC 2158,   91.95626,   24.32286,   17.825
   3426276419121647104,  NGC 2158,   91.82795,   24.24609,   19.797
   3426275079096843136,  NGC 2158,   91.99635,   24.27511,   19.158
   3426272845708772096,  NGC 2158,   91.88518,   24.18421,   18.144
   3426272914432668160,  NGC 2158,   91.87985,   24.19204,   17.999
   3426272678208765824,  NGC 2158,   91.96020,   24.22953,   16.236
   3426276423417243648,  NGC 2158,   91.81609,   24.24444,   19.836
   3426277312474906880,  NGC 2158,   91.78885,   24.28311,   19.186
   3426272918726984064,  NGC 2158,   91.88064,   24.18754,   16.929
   3426272025373786112,  NGC 2158,   91.91107,   24.16025,   19.590
   3426273846439850368,  NGC 2158,   91.94851,   24.28154,   17.287
   3426272918723930496,  NGC 2158,   91.87593,   24.19013,   19.006
   3426276247322967040,  NGC 2158,   91.85151,   24.24925,   18.737
   3426276178606676736,  NGC 2158,   91.86392,   24.23440,   19.379
   3426273429824399744,  NGC 2158,   91.94134,   24.23775,   18.652
   3426272845708777472,  NGC 2158,   91.88858,   24.19136,   19.914
   3426276419121635968,  NGC 2158,   91.82509,   24.23790,   18.347
   3426276281682702464,  NGC 2158,   91.86243,   24.24973,   19.685
   3426272605190523008,  NGC 2158,   91.96184,   24.21638,   11.982
   3426272330312700416,  NGC 2158,   91.99220,   24.18773,   19.434
   3426277037597039488,  NGC 2158,   91.85873,   24.30267,   19.934
   3426272025370731136,  NGC 2158,   91.91067,   24.16030,   19.194
   3426276316051554560,  NGC 2158,   91.87752,   24.24889,   19.827
   3426273429824398464,  NGC 2158,   91.95162,   24.23708,   19.858
   3426271952355365120,  NGC 2158,   91.93552,   24.17421,   18.567
   3426273498543895168,  NGC 2158,   91.93582,   24.24819,   19.170
   3426272781287975552,  NGC 2158,   91.96612,   24.23437,   19.094
   3426271917995626496,  NGC 2158,   91.96967,   24.17283,   17.255
   3426272025370730752,  NGC 2158,   91.90778,   24.16409,   19.626
   3426271853572519296,  NGC 2158,   91.93590,   24.16668,   19.391
   3426273945230611968,  NGC 2158,   92.02191,   24.23047,   18.011
   3426275147811396352,  NGC 2158,   91.97445,   24.28293,   19.299
   3426272089794523776,  NGC 2158,   91.90193,   24.17183,   19.676
   3426274220098391040,  NGC 2158,   91.99779,   24.24175,   18.473
   3426272845708775808,  NGC 2158,   91.88705,   24.18963,   19.238
   3426277003237287168,  NGC 2158,   91.87614,   24.29460,   19.120
   3426276281682688640,  NGC 2158,   91.86634,   24.24243,   19.755
   3426271853575378688,  NGC 2158,   91.93232,   24.15705,   18.502
   3426272197169884800,  NGC 2158,   91.94964,   24.19288,   19.385
   3426274048299696000,  NGC 2158,   92.02543,   24.23975,   18.489
   3426273464184142848,  NGC 2158,   91.92327,   24.24144,   18.955
   3426274327476174848,  NGC 2158,   91.99585,   24.26433,   19.337
   3426273124885409280,  NGC 2158,   91.87136,   24.20900,   17.921
   3426278691162953984,  NGC 2158,   91.90668,   24.33373,   19.719
   3426272025373781248,  NGC 2158,   91.91665,   24.16830,   19.694
   3426271853575377280,  NGC 2158,   91.92745,   24.16451,   16.439
   3426277175040212864,  NGC 2158,   91.87689,   24.31937,   19.250
   3426324557115211136,  NGC 2158,   91.76923,   24.30875,   16.996
   3426275422689357312,  NGC 2158,   91.95904,   24.31084,   18.476
   3426276247322946688,  NGC 2158,   91.84977,   24.23919,   18.807
   3426273159245146240,  NGC 2158,   91.87553,   24.20886,   14.443
   3426272025370734592,  NGC 2158,   91.90432,   24.16080,   18.983
   3426273326745186304,  NGC 2158,   91.88377,   24.23988,   17.426
   3426276419121640704,  NGC 2158,   91.81879,   24.24208,   19.208
   3426275422689354752,  NGC 2158,   91.95604,   24.31023,   19.018
   3426276281682686976,  NGC 2158,   91.87284,   24.24021,   18.305
   3426278652504811520,  NGC 2158,   91.92534,   24.33506,   19.779
   3426274048299703296,  NGC 2158,   92.02617,   24.24334,   19.226
   3426276457780029056,  NGC 2158,   91.83014,   24.25049,   17.370
   3426271887932254848,  NGC 2158,   91.95365,   24.15580,   18.696
   3426259067453421312,  NGC 2158,   92.02574,   24.12658,   19.613
   3426255287882121856,  NGC 2158,   92.06707,   24.02924,   17.983
   3426259793304348544,  NGC 2158,   91.99760,   24.11683,   18.679
   3426230690607901824,  NGC 2158,   91.74422,   24.29440,   18.843
   3426260716721165696,  NGC 2158,   92.02056,   24.21236,   17.399
   3426261988031481984,  NGC 2158,   92.08831,   24.20857,   19.503
   3426259204892371072,  NGC 2158,   92.06559,   24.12374,   19.072
   3426259376691064704,  NGC 2158,   92.04125,   24.12535,   18.749
   3426259857727401088,  NGC 2158,   91.99082,   24.12550,   18.975
   3426260407483272960,  NGC 2158,   92.02990,   24.17177,   18.780
   3426261850592301184,  NGC 2158,   92.06475,   24.18859,   19.243
   3426256318674348416,  NGC 2158,   92.10408,   24.12326,   19.523
   3426259857727401216,  NGC 2158,   91.98863,   24.12575,   17.949
   3426259239252107776,  NGC 2158,   92.08437,   24.12054,   18.765
   3426261129037796608,  NGC 2158,   92.09079,   24.19019,   19.196
   3426261163397535616,  NGC 2158,   92.10886,   24.19086,   19.143
   3426261094678042496,  NGC 2158,   92.07069,   24.17264,   18.830
   3426261129037796864,  NGC 2158,   92.08947,   24.18468,   19.387
   3426260407483266176,  NGC 2158,   92.03248,   24.16601,   19.237
   3426260441843026816,  NGC 2158,   92.04451,   24.18673,   17.441
   3426260682361408768,  NGC 2158,   92.01062,   24.20118,   19.097
   3426259033093675648,  NGC 2158,   92.01075,   24.11969,   19.748
   3426228487289731200,  NGC 2158,   91.65643,   24.20954,   18.915
   3426260441843026048,  NGC 2158,   92.04998,   24.18566,   19.681
   3426262125470431360,  NGC 2158,   92.03956,   24.20666,   18.723
   3426260648001457280,  NGC 2158,   92.03278,   24.18737,   18.323
   3426259170532629504,  NGC 2158,   92.05592,   24.11955,   19.778
   3426261163397530368,  NGC 2158,   92.10453,   24.18145,   19.367
   3426259789007917312,  NGC 2158,   92.00522,   24.11780,   19.476
   3426260304404063488,  NGC 2158,   92.02246,   24.17029,   18.521
   3426261850592298752,  NGC 2158,   92.05929,   24.18485,   18.144
   3426260613641714304,  NGC 2158,   92.02928,   24.18282,   18.929
   3426259376691055488,  NGC 2158,   92.04579,   24.11591,   18.924
   3426260613641713664,  NGC 2158,   92.01143,   24.18344,   19.395
   3426260102541982336,  NGC 2158,   91.98786,   24.14958,   19.577
   3426260682361412736,  NGC 2158,   92.01117,   24.20375,   18.794
   3426262365988671232,  NGC 2158,   92.05739,   24.24687,   18.612
   3426255047370174720,  NGC 2158,   92.11549,   24.05172,   19.205
   3426258792575487360,  NGC 2158,   92.04102,   24.10193,   18.879
   3426259136172887936,  NGC 2158,   92.08330,   24.11570,   19.533
   3426260957245172096,  NGC 2158,   92.11515,   24.16915,   18.492
   3426259926446869632,  NGC 2158,   91.95388,   24.11820,   17.787
   3426260510562497024,  NGC 2158,   92.01133,   24.18171,   19.557
   3426261884952247168,  NGC 2158,   92.08285,   24.19530,   19.171
   3426259376691055616,  NGC 2158,   92.04052,   24.11595,   19.321
   3426259926446869760,  NGC 2158,   91.95117,   24.11806,   19.273
   3426260648001666560,  NGC 2158,   92.03598,   24.19640,   18.078
   3426260613641711616,  NGC 2158,   92.01636,   24.18018,   18.619
   3426260510562496640,  NGC 2158,   92.00804,   24.18106,   19.704
   3426230755036719360,  NGC 2158,   91.73736,   24.30201,   19.280
   3426260716721155456,  NGC 2158,   92.01274,   24.20642,   18.708
   3426259926446866560,  NGC 2158,   91.95536,   24.11519,   17.333
   3426259754648176384,  NGC 2158,   91.98129,   24.11658,   19.719
   3426261919311983488,  NGC 2158,   92.05846,   24.19383,   19.183
   3426260373123541632,  NGC 2158,   92.06039,   24.17798,   18.042
   3426260441843018496,  NGC 2158,   92.03824,   24.17877,   19.723
   3426260613641712000,  NGC 2158,   92.02813,   24.18104,   18.199
   3426260682361402496,  NGC 2158,   92.00120,   24.19563,   19.306
   3426261163397523968,  NGC 2158,   92.11271,   24.17696,   18.953
   3426259170532625792,  NGC 2158,   92.05775,   24.11602,   19.086
